Usuarios,TPS,P95 Latency (ms),Error %
1,1486.15,1.0,100.0
10,3343.1666666666665,1.0,100.0
11,2811.1666666666665,1.0,100.0
12,2380.0666666666666,1.0,100.0
13,2838.9666666666667,1.0,100.0
14,2847.516666666667,1.0,100.0
15,2756.983333333333,1.0,100.0
2,2767.15,1.0,100.0
3,2890.9,1.0,100.0
4,3345.616666666667,1.0,100.0
5,2475.2833333333333,1.0,100.0
6,3817.616666666667,1.0,100.0
7,3768.6833333333334,1.0,100.0
8,3857.6833333333334,1.0,100.0
9,3698.016666666667,1.0,100.0
